wallet_address,malicious,bitcoin_spent,bitcoin_received,total_balance,total_transactions
114TqRY9x6byYf5HZcBdoDfHUZX68tdgTG,TRUE,510000000,510000000,0,2
11537czwp6pSjA8MtTUWmxdxhtVfrPefCx,TRUE,100000000,100000000,0,2
1154LSM4xWaAY8shZj7jdmP4coWKD16S5f,TRUE,410000000,410000000,0,2
1156mWEnJ8gK9kn2UdpPUcavyqC39mZxPw,TRUE,300000000,300000000,0,2
115fa27QgAruE6q9k8SNAc4fadsNoAUiNv,TRUE,125000000,125000000,0,2
115ia9StrwWqT6xJ9Sd92hm6rA4EBPsE3W,TRUE,50000000,50000000,0,2
115j3623Lx42gyC1h9EygmcqH6m6bgDiKy,TRUE,150000000,150000000,0,2
115N2mKEoCBYMT3J64iwXmZ95UPjU8QmZX,TRUE,56000000,56000000,0,2
115ncTmF1r86UqNVNiuTbSrg36C9WpbQyg,TRUE,601989395,601989395,0,10
115nw4hbAbwBSUfVhfF6EWvf4AcAcmD6p4,TRUE,40000000,40000000,0,2
115p7UMMngoj1pMvkpHijcRdfJNXj6LrLn,TRUE,1441067602,1487769994,46702392,124
115qagP17Sd6EPapsyszneKf6i4Kkax1gR,TRUE,125290000,125290000,0,2
115SJrbKZujZujQJpJGBEJMzr1LybnXVEu,TRUE,125170000,125170000,0,6
115vefbFY2PCL4cYAoCcCB4TcjUGnrgLKw,TRUE,100000000,100000000,0,2
11697Zq8pAWXEXAbh2zvPTfVt6Vn7DAMzw,TRUE,150000000,150000000,0,2
1169bxadw4JaEe34sNhcDz38AugtLGp965,TRUE,250000000,250000000,0,2
116AZEfaPi8tbczYYcSdgG4KtEYAitbCfD,TRUE,100000000,100000000,0,2
116CD6FiyD8JTJ6iLRWJP1BubaJthVEYFV,TRUE,125000000,125000000,0,2
116CZ3t7REDPhGLjBdk7U84nWLAjpaAqay,TRUE,63250000,63250000,0,2
11Dvz6Wh7RcmU6ffqdhQLoe6xvQmvwKAC,TRUE,164012438,164012438,0,2
11jLeJp6eGET8H3JPDWFBtka3jpYbBHC7,TRUE,100000000,100000000,0,2
11mBErpPx1pJNQyLnZDoNwVxhqTwTeHfU,TRUE,240000000,240000000,0,4
11mf37Gyg1Ju6NS7uF8BoynVfUigriNh7,TRUE,145410000,145410000,0,2
11MvtJdLMh55y3RnS7iPaCra7JS6vZsEF,TRUE,300000000,300000000,0,2
11PPZk89SHxR3p42mrSof5P935vqjEA2C,TRUE,49990000,49990000,0,2
11QtMGVRQht4E4wZDRhxLZbdHgANJzhFX,TRUE,125000000,125000000,0,6
11r5p8FPmLu9zw1XjufDcydG3rjQ6tzJc,TRUE,400000774,400000774,0,6
11UC4DMzTR1qQnNEHs9XpotWYAmzs6nBM,TRUE,50000000,50000000,0,2
11Us7kVfJS2dzryGJkSaAG4MUBvyvbZHA,TRUE,100000000,100000000,0,2
11UUivRcVdRJWymipDPB6WzbxzWmL7a3B,TRUE,50000000,50000000,0,2
11WrKpCb9YgyPaV7sPPbX5EcPQf2q8d9Z,TRUE,30000000,30000000,0,2
1216LTtQB2hhpU431yYifMcmnAmsh6vjz2,TRUE,80000000,80000000,0,2
121aKu4wARyCjEMrpWb9VfSnF9DWbjjVgn,TRUE,400000000,400000000,0,2
121D2DAFrRGLHoeZDaAT1rjEYj69EknvsT,TRUE,50000000,50000000,0,2
121f43NCvucZnDWWcUFg5geNZE3ZGMeN6f,TRUE,359988700,359988700,0,2
121G2n8yvEaVy6Gv2CQqs7RN2f4PvfVBtK,TRUE,156418732,156418732,0,2
121gqN1Spy5BAr9q2NB9K8L1beqzhJyWKG,TRUE,199999997,199999997,0,4
121JhGRZGL57JgqXtdsxkUB2kF5Xyz7nPh,TRUE,400000000,400000000,0,2
121MuhNTovhbS2bfNk7cmtXQDwkXG93ExX,TRUE,156560000,156560000,0,2
121oZdRWsZ4LKhdwSgzLbK1S7yE7FnMw1x,TRUE,100000000,100000000,0,2
121P5TiHimHace3ZNuXU4hde9kWqPE1jHC,TRUE,120000000,120000000,0,2
121PMq3EepHkZyUxRoBBMUwrr6vkXdsyFp,TRUE,601433802,601433802,0,20
121QX41wBNYsmSFEGQ4qnRpNPSai3sUSMZ,TRUE,250000000,250000000,0,2
121RWQ6sk36FHcVTbW637ES19rmaZa7jQ7,TRUE,80000000,80000000,0,2
121XywrM8cRm2wcccPU7AbGxAAudHukiQL,TRUE,300000000,300000000,0,2
121zJYMgAb5eEheFEz3oeoBwbJrLpobG2g,TRUE,125000000,125000000,0,2
1223GLPpMTKXxyGg3WcHpRsPD4JGa7cXVk,TRUE,240000000,240000000,0,4
1224txnU673nCa5Wxa9JHkpGmreTMfknsA,TRUE,100000000,100000000,0,2
122Q8v7EkdLGfho7KuFK5u99mhyp1nkiFm,TRUE,36000000,36000000,0,2
122w6H5sV2h9dyAwk4rcedF4piGnzmbFFN,TRUE,200000000,200000000,0,2
122xQbcFm6jfrtwfGHdxCdGrmwvUuNXJft,TRUE,200000000,200000000,0,2
122YcyXExdCbRx7Kdj6GD5ccCmoGgxB3q7,TRUE,3312856705,3312856705,0,96
122YgLP4YjnfwxJtCc3Kx6NQWh2nu7evfm,TRUE,579940000,579940000,0,4
1231w7pJYCa9W9qBSJYNBp6QrTaCSV6YuD,TRUE,400000000,400000000,0,2
1233d91rHpBN8spVJqv42syB72Jzf1gGJb,TRUE,200000000,200000000,0,2
1234KPsuDZ6n6htPvxYRyzc4ND9iyBGhkY,TRUE,50000000,50000000,0,2
1238Mzucsxe7SiDQSssCLQYppFHHqF3zpi,TRUE,200000000,200000000,0,2
123anBkpeHW3dgxCwUxP3zxVRLN8zW1ZqZ,TRUE,100000000,100000000,0,6
123bzPBEJK2N9aoTAU7TRqLbwzmFWq89S7,TRUE,120000000,120000000,0,2
123dhAgb1oMyFHrmxx3YgKdDWTRn6dWBFm,TRUE,68830000,68830000,0,2
123fvLmUcqnFxK3pjrdDePE5R9W9N5VdnS,TRUE,60000000,60000000,0,2
123JmhW8mtaRTJJBHFFNxkuyDyyYmozJTd,TRUE,150000000,150000000,0,2
123o19yFFV4MNwjaaKu1d97Cu5Cxfi9SYT,TRUE,125000000,125000000,0,4
123PnNatuNpuXPfodNdRRmWMEAoaTMH8V1,TRUE,677959302,677959302,0,12
123r3eATfVPEHABzTMbB7rmmX5UYTTKdzJ,TRUE,35100000,35100000,0,2
123Sdp8rB7C8xJR3u5VX6J3BiyQArtLt7Y,TRUE,468034621,468034621,0,16
123timpjDfSXHB1kL2dJYTW3YiPAtfh4AF,TRUE,60000000,60000000,0,2
123VWsgKcx1cjn5KBepCV26hFXu7TcWfSY,TRUE,50000000,50000000,0,2
123zTvjw931gKezg4bMwaBS45YBQjJh3pZ,TRUE,400000000,400000000,0,6
1242DfZdkjCedkJhwALYfyCftWibn7sxhd,TRUE,80000000,80000000,0,2
1245pqeT15C3n48dUJqWXtLJ3jtBXFX9z2,TRUE,125000000,125000000,0,4
1246i2CihbSXcLMM67sQgS7xedJFPsuaa2,TRUE,100050000,100050000,0,2
1246tUptR5e67CG7MAfPtjVpSdM1dCUH2V,TRUE,150000000,150000000,0,2
1246v8SAeajt6k3QFVzp4My8U13PLZTyV4,TRUE,59895323,59895323,0,2
124ap6uHgT5MeB1L5FPUENhQ2DdG4boyy3,TRUE,250000000,250000000,0,2
124BcwPQtUGAFzuh3mLi1VxGD6Yy2sfb3S,TRUE,60740006,60740006,0,6
124bNuUqL2WHwhq6fBMv7s4ydvL8q57AdN,TRUE,544802747,544802747,0,146
124CHLbPZ61W9n3T6a1cWT9YX298ijTdU7,TRUE,100000000,100000000,0,2
124cUCq1tkYhFf39NAnN6dYRwkLrvBNLAx,TRUE,71248142,71248142,0,2
124EhTSKcd4M1RNisFp7hpkmEj6UEqLq1H,TRUE,300000000,300000000,0,2
124jbjnjjy8t42BDmaBd8kx6fJc2CTfdeE,TRUE,200000000,200000000,0,2
124mKpjUJzXQ4PBZF3bnGKdYmDYhZaZKb6,TRUE,120000000,120000000,0,2
124MQoF3Keo4m7D6fVYBXCAczPeNX23tRf,TRUE,243758768,243758768,0,4
124mtgNTJmEQqCpqB1yFh6go8MTrFnUcX2,TRUE,200066608,200066608,0,4
124o14rxNyvFMQM8yJuJFcKprxPtVHq8H5,TRUE,70000000,70000000,0,2
124pf8wT7SGfKENQ2o4wYEgJC3tA3U5b5W,TRUE,125000000,125000000,0,2
124RvAEuuCptkzZEEttPxXvH6tSnXJ3XN5,TRUE,100050000,100050000,0,2
124srvGnUNzg1AAiXYgoQj2PwocehAJLX9,TRUE,240000000,240000000,0,4
124XtfRqTrw1HP1g15z15cVXB38T3EwUZR,TRUE,410000000,410000000,0,2
1251GTBafwFoEKc9XffTnaGAhyM1V1op3G,TRUE,120050000,120050000,0,2
12524A8PP7PFcDXa9BpGHqhPuVcciCvCn8,TRUE,50000000,50000000,0,2
12538pAHvNXTgpZq1vFJ3xmdi1mK9Z4sJo,TRUE,100000000,100000000,0,2
125AdRL3iYR4dDnoyUAv7nqNMYsC7sZcYz,TRUE,74872880,74872880,0,2
125AoxRRMZz5GpASK5sCChATKfNvbSzBF5,TRUE,100000000,100000000,0,2
125Bt91xWLH9AfB1UB3e14Ew17A9Y3id1X,TRUE,125000000,125000000,0,2
125CumpADmsyhByPszDem7Bda7XhZ8Sc7q,TRUE,125000000,125000000,0,2
125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,TRUE,480000000,480000000,0,8
125DQSTKMArzmkBUfoj8GLPsR25ypby6Xz,TRUE,170620000,170620000,0,4
125DU467DRf6JBvS2Q49jsYdY4ZvVGBbUc,TRUE,410939493,410939493,0,2
125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,TRUE,480000000,480000000,0,8
125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,TRUE,1571248359,1571248359,0,9
125FCpENaKRu95psPP8gETM9u2EmvfAhF2,TRUE,200000000,200000000,0,2
125LPRJuPss9H6ZiaY8NBngn4VsKfS5fxo,TRUE,64882935,64882935,0,2
125MojD5wAy6YdZMwgWGPhv3WuhzDEgMue,TRUE,74030000,74030000,0,2
125nzBhomPsMxSt4KwJZzBwE2ZEaDPi3ip,TRUE,144066297,144066297,0,2
125vS1drhzddwkCAZfrMUjxMBU8xJ7Be9v,TRUE,200000000,200000000,0,2
125W1nXxDQ2Cer1ZqaQcqHRp8TP8Jcw58y,TRUE,100000000,100000000,0,2
125xYjgLM5wSHWjwQ8NTKXE2uGpxuhq2Ex,TRUE,40000000,40000000,0,2
125YGMHAvJ9EQZhwJTaENhQcaeuqgbHK8J,TRUE,400000000,400000000,0,2
125YW2ptUaSzt6p3R7bvBCivbVJcLEeJQH,TRUE,200000000,200000000,0,2
125ZUWMi6srexLUPfRMMFq63S8mmYcMdbn,TRUE,80000000,80000000,0,2
1263vfRQB4z86JdLQZA7DEmRgxNsvRNuzm,TRUE,300000000,300000000,0,2
126B8y47a5SHP8vkqDRCvT2nQFvTH5jmbx,TRUE,125000000,125000000,0,2
126iRhq8rAKHo7W3euvuCnJ4FoQzHTpGWr,TRUE,857424253,857424253,0,386
126nwEH9me4mmG43xNYnfPigUuYmj73yq3,TRUE,96000000,96000000,0,52
126oNycBsQTyAunbn53nUS5q1wm6BSG85Y,TRUE,150000000,150000000,0,2
126QgMcdZormJkN9ukFCtBLrftzTCy7UdE,TRUE,120000000,120000000,0,2
126RpC8p5p4fA6rADzjuAfyobs9HzDWXxU,TRUE,73990000,73990000,0,2
126sk8mK4pKPGStciNssscEoEU8eeiqoUV,TRUE,1.02E+11,1.02E+11,0,540
126vLAn72aeMpV3cN1nf7QYDynA63Fhcfq,TRUE,50000000,50000000,0,2
126x8kik2WChKXAXQEGzR4akjsWESTWZow,TRUE,410000000,410000000,0,2
1273apuhJaj55g6oY2xMENVkGMU84b21Ms,TRUE,80000000,80000000,0,2
127g7s8yzdHJx75f2Hnb84CRqLR6ykJBAx,TRUE,150000000,150000000,0,2
127gTQMvKxn5r6EhmigwXy27R1rBGtJ2Vq,TRUE,50000000,50000000,0,2
127M2VSzFNghk8sZs33vDcTZT5cxndenqS,TRUE,50000000,50000000,0,2
127MgKCjtPfBpcjJXQpjmthMmeMsHwC1BQ,TRUE,100000000,100000000,0,2
127q4CJuZaYfErFBaaxEg7abgjmi74s25P,TRUE,80000000,80000000,0,2
127rxGGYgfnUpBdzY421qZ22Hx1NkBfFoJ,TRUE,125000000,125000000,0,2
127t2fhKMReXrWAstzKRtovQ91n48EufDz,TRUE,67900000,67900000,0,2
127TntHYgrASVmoRNnbr1KRBGyMdjA7nxP,TRUE,100000000,100000000,0,2
127wN6kNKCdVPvBRHh6JHasm3r4cjjFPBR,TRUE,3163913795,3163913795,0,34
127XPY45fEyefFqpVrgsHiQ9XUxEa8ge1C,TRUE,50000000,50000000,0,2
127y4JUM7GDWsRB8FnF6SFKPEYBcwiNC48,TRUE,200000000,200000000,0,2
127ZmcfEjQPN3VF7YiRXznRuSP9XFLRTvx,TRUE,400000000,400000000,0,2
1281ohRuGRXxCiBzVwHEawxUcKGUJKMgMT,TRUE,100000000,100000000,0,2
1281wYddK6MnH8Mez3TjbgyMSBsiVysFvJ,TRUE,239865926,239865926,0,11
1285KWDgm6EyXESc7LkzoW47Nk89bBLcJU,TRUE,125000000,125000000,0,2
1287vVXELjjUJJYAt9TNCAqWqb31MDgzxA,TRUE,80000000,80000000,0,2
128ApausYAG5hCiRjzY5sKnaLAU7YSavC3,TRUE,200000000,200000000,0,2
128hQiX8Q6rRCSd2feVY9iXypcfmMqrFkj,TRUE,104670000,104670000,0,2
128hSNARvMTQ2tMXCcamBwyMaJg8whFD93,TRUE,100000000,100000000,0,2
128KyTpc8uFJjH3TkqqWjHf4EtqLBqj1Kf,TRUE,410000000,410000000,0,2
128meNE6VGJqDX4H66bdugPCTo9DbhD7H7,TRUE,17174499999,17174499999,0,69
128MFXWRodVME4mqK3mG9JPn7r6QSWBNKC,TRUE,1821082386,1821082386,0,278
128mhTY5HV28q8FiUYXTW9uc1sLTxNf6Yv,TRUE,131000000,131000000,0,10
128mpaTzac6LueCWJbFABubxho8bppMCCh,TRUE,150000000,150000000,0,2
128nmHJi2jjuJqDpf22996fp3ct5saE4SK,TRUE,50000000,50000000,0,2
128osATiSntnrYFfkqFLQFB9MhfQLPm2rF,TRUE,300000000,300000000,0,8
128pJdREzcR6xorYPQAPzGf8RwMQjRBzDt,TRUE,133000000,133000000,0,2
128w8SoKxFDSpYsikHEqt976rWpurugsnj,TRUE,200000000,200000000,0,2
128ysDbjWMSFcWr8XvEncZvMv2twkpdb23,TRUE,615741977,615741977,0,4
128z5RyjMWjk6J8Kmd2PtHLBTaX7PLxMXP,TRUE,100000000,100000000,0,2
1292YpCkitR1YJajQGuhW6TmnFngiMcvJB,TRUE,100000000,100000000,0,2
1296LGVWnx9ch8VJKeczDQSJfgEVWUtTjz,TRUE,90000000,90000000,0,2
129Akrx2HmrGuY12VQxD87yDz7iDgMD7W1,TRUE,88840000,88840000,0,2
129D8c3KdxSJZ1fjDb1FUNPNotnGx9W3gm,TRUE,100000000,100000000,0,2
129fiku84o9afUR5WxqvB6p6zpeDQTLse8,TRUE,81860000,81860000,0,2
129hcWZ3v9aC7qWorqHN6WijYiFSDSbVcB,TRUE,705729560,705729560,0,6
129mczcETtPz6cd7tQbw77rtbCKyMyzmy3,TRUE,58058000,58058000,0,4
129nsZZr79dNfr9fKSGqeAgTBBqCVvMyKU,TRUE,50000000,50000000,0,2
129qSWnnJgaKjqgphitXZJM4us7DghuKEQ,TRUE,400000000,400000000,0,2
129qvtbhBYWT1PQsafNF5iW1BamNrh3w2f,TRUE,90000000,90000000,0,2
129S25UKZ8UmCL5fteQUVek662wQcdgwYJ,TRUE,125000000,125000000,0,2
129U88iERn5dpjm2gdeaJBQWA87zeiULY2,TRUE,200000000,200000000,0,2
129Uf7pFWsGwFwBfNpPiygzgu5qwystZi3,TRUE,45370000,45370000,0,2
129UJgwpPveL6GUHEdHnKNmGACkuMDZfpx,TRUE,300000000,300000000,0,2
129VKWjZX3MErCYXCaYjGgDwcpMAfS9nQq,TRUE,500000000,500000000,0,2
129VXFYAjmgijAc2bL9mAPyr25FqMYLymQ,TRUE,50000000,50000000,0,2
12a3en7qN42obGVqpi7VnWYk6uP3gBrKBR,TRUE,66151012,66151012,0,30
12A4odhhWPUg6kSJ2iMQeFU8pyjUHqQESx,TRUE,89930000,89930000,0,4
12A6maPgZrVKPuE8HnZKdo68ssXoDNxpop,TRUE,3717290938,3717290938,0,33
12aA92oMsD31uzninhyoejGsd424Xasf9j,TRUE,100000000,100000000,0,2
12Abargx76cyUe7CCRivu39HyAzLtFRpFh,TRUE,80000000,80000000,0,2
12adaAHjcGiHo2yrAtbNtvTNjFuWaJszU4,TRUE,125000000,125000000,0,2
12addFeCpU2ZPoHK26Pv8wZ3A7nuxDp1sk,TRUE,360000000,360000000,0,4
12aDqouMF2C2UVqGnZPW8NnSFTKDjFhoRV,TRUE,50000000,50000000,0,2
12afJVxkHxYQ7sjp7uMuC8vnY4kmTKxAMH,TRUE,240000000,240000000,0,4
12AG1UgkMsrt5gzdAtadtQfEpjqQV5AQyM,TRUE,100000000,100000000,0,2
12aG56SE7MiPEzNZGsrGj7uBwWHhRhqFrj,TRUE,300000000,300000000,0,2
12aHn2LrfsTsbz1xn61v24sXWjnFn6Vb9p,TRUE,100000000,100000000,0,2
12aJv7J7Y1cHekzXeAEfu8cbtQFeKt7Mk8,TRUE,100000000,100000000,0,2
12AJVQxNWE5KXgGuCDfwx28HzEw5Zg8rUU,TRUE,130000000,130000000,0,2
12aK83HBUqM1TTTqApjm3WSXC8Nysbu1zs,TRUE,125000000,125000000,0,2
12AkEJ5xoNvQXfVCLVgcseFjxbaYpYoFYP,TRUE,60000000,60000000,0,2
12aL61BCyNRekqFBtS51VDFR6MdksUntKv,TRUE,100000000,100000000,0,2
12aLDQd5wSyFSw5UAUn7oveAzKFp9DP48h,TRUE,200000000,200000000,0,2
12aMFpqGKUvfTL5B1WJgEvZdDVxEEDD5zx,TRUE,3831407882,3831407882,0,2095
12an1MU2ZoTtUkgA6tEaHd9sUBmLPfnhj2,TRUE,100000000,100000000,0,2
12anmyox2hSQ48Q4v44b2vs2anWMaPguyy,TRUE,96698348,96698348,0,4
12AoTWahn6ryPbRHUJsibDvXSHMeZZz2AT,TRUE,3035427679,3035427679,0,143
12ApuCRHTgmWYkgDG5iWzNjpMphYcrnJuS,TRUE,125000000,125000000,0,4
12aqox52qLSjBmUPqrSVNCq8xfLLFhogCY,TRUE,50000000,50000000,0,2
12ARBcVv7DLkai8WWL4dYJzeHy78tC39ee,TRUE,200000000,200000000,0,2
12ARYhZskrgygtzVNVo9MHvXSQGcgS3dLH,TRUE,100000000,100000000,0,2
12auPXP2TvF19HTcDS6CtXfYAFLKGuotEN,TRUE,100000000,100000000,0,2
12awBJaA3hrTJ2XH2HUexWSzxd4TA1K3sn,TRUE,133387800,133387800,0,4
12AwhJYuMpx51iWNCA9g3gKbDGswvF4vhK,TRUE,127710000,127710000,0,2
12aWKqaGnCq8wfnkwTnQFwzEtJdWsLGJ4E,TRUE,1995677823,1995677823,0,8
12ayDveFNnZ4rkHHs9VL5VRoF7VkXsLSDp,TRUE,50000000,50000000,0,2
12aYrgSNW38bbYQ11oJiCi97g945f2rUgE,TRUE,300000000,300000000,0,4
12b1GRhwt16KkDVesdPHFx2EPbpjrGLEBQ,TRUE,80000000,80000000,0,2
12b2cm2Ae6qqcHknAommf9Nfrv49ddeLzU,TRUE,100000000,100000000,0,2
12B2niYoknHSR3PCrbU7cThrJPak3hnDu6,TRUE,100000000,100000000,0,2
12B3hpaiiut347Tny1CAtaCWD9Lk2umG8y,TRUE,250000000,250000000,0,4
12b3pCCdEpygZKxmFaBJrKzZZY8jDXXGJD,TRUE,200000000,200000000,0,2
12b4GsjoHDB83EYPh6xrHqxJ8UrzHVzSBH,TRUE,125000000,125000000,0,2
12b4sLcHtX687t6xfygeWySPEXnZYgGhUc,TRUE,125000000,125000000,0,2
12b8UJc1JwX7EBLN85rWy5sJz6KEWEXgYf,TRUE,400000000,400000000,0,2
12B9366viytWivDFv2RSBt5rh6X8J2xRcs,TRUE,80000000,80000000,0,2
12BBafApDponRH9K3RDtaZDxLLGFYwFXZt,TRUE,200000000,200000000,0,2
12BcvQc32Nyqxc9sYWq2joLdHZpVcebThk,TRUE,64000000,64000000,0,2
12BCVTUtBhDJ6BEToBkUJjS6pcC8iC7kih,TRUE,400980000,400980000,0,4
12bFgXoCC7Xrqq72B7McYQTgAGBwjzUBRp,TRUE,80000000,80000000,0,2
12bFQkWGP44R4et48bABuGC5Q9u9QqtRcG,TRUE,80000000,80000000,0,2
12BfsGS7Jt33McacenxGkvaLnEGbTumo4y,TRUE,300000000,300000000,0,2
12bFt7MX9U5yiMXA1uftqZcamWVPAdL4Pj,TRUE,100000000,100000000,0,2
12bh99VY4p4nmtCv5d7A6eXbznhauPjYut,TRUE,200000000,200000000,0,2
12BkgcSeEbb4duJQgvbQxAT2y6VTb9Ajob,TRUE,80000000,80000000,0,2
12bn3LoWmNe9xqYrphf3VT6B4gd4aJZ74F,TRUE,200000000,200000000,0,2
12bQ3XUrzSB2UMcTmnGm9c8exvAg2idQnZ,TRUE,200000000,200000000,0,2
12bQFW5C1JcB2QxW1WWR2t6msCX1Lvp5FR,TRUE,400000000,400000000,0,2
12brzG9x4FgodJySVK9AYWZptKzbiaLNvg,TRUE,85620000,85620000,0,4
12BTGiU8k3DebBpt8FeLChcuYn1dAxZtLQ,TRUE,80000000,80000000,0,2
12BthDijFiBPpcoTWqVohWdjKncCda44cT,TRUE,70000000,70000000,0,2
12BTLjaCN8W3m48zT9KN375Udx6pZRq1A6,TRUE,500000000,500000000,0,2
12BuF5unjBPDbaxfCJy1irw5GW7vQzZLtL,TRUE,40000000,40000000,0,2
12BuHEuvsxaKsnVxUqi9p5HRiraQPzzEdX,TRUE,400000000,400000000,0,2
12BVSTvQzQwwvAYgDMoT3iQ5QgJAJymEPM,TRUE,50670000,50670000,0,2
12bwGmoaJ3sMhK8t6m3MZr4syRBSUpzYZV,TRUE,120676003,120676003,0,4
12bxdN1EL5qQFkb1cVbhGYCcJRtnGeZsK1,TRUE,100000000,100000000,0,2
12C1eynmuGj1LSmjhohDKTmfp7kmhofd8c,TRUE,99340000,99340000,0,2
12c1xo8VVx54k9vxrHt9D3Rdg64cqpzRpc,TRUE,80000000,80000000,0,2
12C2AVZtF3tJ8PS4KrgywPAY9AvxyrXKdN,TRUE,66340000,66340000,0,2
12c2GmSEYJF8Uayf3c6pL18yN7sMKE5Vu2,TRUE,100000000,100000000,0,2
